original_text,processed_text,cyberbullying_score,cyberbullying_word_count,label
Ini mabuk sopi 😆,ini mabuk sopi,0.0,0,0
sengkuni2 bajingan,licik bajing,2.5,1,1
Apa yang di katakan alm gus dur ternyata benar adanya &quot;amin rais&quot; elite politisi yang jadi gelandangan dan sisa hidupnya hanya benci ke jokowi😅😅😅,alm kutip kutip elite politis gelandangan sisa hidup benci,3.0,1,1
"Makin tua makin gila, akibat pengen jadi presiden ga kesampaian.... 😂😂😂",tua gila akibat ken presiden,6.0,2,2
Amin Rais bakal jadi puntung neraka,puntung neraka,3.0,1,1
Katanya. Mau menggulingkan gibran...tapi malah planga plongo di pelantikan gibran..,guling gibran planga bingung lantik gibran,0.0,0,0
Kalau pk jokowi buruk pk aminrais sebutannya apa ya yg cocok,buruk aminrais sebut ya cocok,3.0,1,1
Pantas kemarin pelantikan presiden di cuekin,kemarin lantik presiden cuekin,0.0,0,0
Jangan lupa pak amin pernah mau mengubah sistem segara menjadi negara bagian,lupa ubah sistem segara negara,0.0,0,0
Salitt hatix Amin Rais sampai menutup mata. Amin Raisantan ketua MPR terburuk yg dimiliki indonesia,salit hatix tutup mata raisantan ketua terburuk milik indonesia,0.0,0,0
"Lah anda mantan MPR terburuk,gelandangan politik ,kerjasama dgn Mega lengserin Gusdur,mulut ,ucapan,klakuan,hati,pikiran terburuk dan terendah ,gimna Kbrnya 600 JT dulu pas jd mpr",mantan terburuk gelandangan politik kerjasama mega lengserin mulut ucap klakuan hati pikir terburuk rendah gimna kbrnya jt pas,0.0,0,0
Trus orang terbaik kayak elu?dududu jahatnya kamu...Semoga Allah mengingatkanmu..kalo bisa lebih cepat lebih baik<br>.Aamiin,trus orang baik kayak elu dududu jahat kamu moga ingat cepat,3.0,1,1
"Ini orang yg paling banyak gibah kpd bpk mantan presiden ,iri bilang Min *",ini orang gibah kpd mantan presiden iri bilang min,0.0,0,0
Semut d sebrang lautan nampak gajah d pelupuk mata tiada nampak. ingat33 seorang profesor yg tdk tau diri. intropeksi  dulu sbelum menilai orang,semut sebrang laut nampak gajah pelupuk mata tiada nampak profesor intropeksi sbelum nilai orang,0.0,0,0
Giillaa aku rasa ni.,gila aku ini,4.0,1,2
Inilh sengkuni indo omong doang apa kontribusi dia buat negri ini,inilh licik indo omong doang kontribusi dia negri ini,2.5,1,1
"sengkuni adalah ketua MPR TERBURUK dalam sejarah, woooy  orang yg gak tau malu gelandang politik, wan amien😂😂",licik ketua terburuk sejarah woy orang malu gelandang politik wan,5.0,2,2
Mbah mbah Makin kesini makin gila 😂😂😂,kakek kakek kesini gila,4.0,1,2
Karena Amin rais merasa doktor... Maka dia gengsi malu (sprt abu jahal abu lahab)<br>dia gk pernah jd RI <br>pernah jd ketua MPR saja dia melanggar konstitusi kok ngomong UUD RI<br>kasihan udah Stess<br>dah d tinggal PAN<br>bikin Partai baru gk laku<br>😅😅,doktor dia gengsi malu sprt abu jahal abu lahab dia ri ketua dia langgar konstitusi ngomong uud ri kasihan udah stes tinggal pan bikin partai laku,0.0,0,0
cocotmu bosok miin wes tuo iseh maedo uwon wae,cocotmu bosok min tua iseh maedo uwon,2.0,1,1
Amin Rais sisa sisa hidupmu knapa kau buat menumpuk dosa...,sisa sisa hidup knapa kau tumpuk dosa,0.0,0,0
Mantan ketua MPR  TERBURUK SEPANJANG SEJARAH .SANGAT2 MEMALUKAN,mantan ketua terburuk sejarah sangat memalukan,0.0,0,0
"Kasian saya liahat pa amin rais, sudah tua bukannya sadar malah makin menjadi.. semoga lekas di beri hidayah.",kasi liahat tua sadar moga lekas hidayah,2.0,1,1
Prettt,bohong,0.0,0,0
Tambah tuek roso iri lan dengkine  kok gak mari mari tobat min min,tua roso iri lan dengkine mari mari taubat min min,2.0,1,1
Cangkeme Sengkuni janji jlan jakarta Jogja kae pie men amen,mulut licik janji jlan jakarta jogja kae pie amen,2.5,1,1
Sesungguhnya mbh amin mulutnya Yg Sangat Busuk dan Bau . mulutmu Sampah Manusia yg Paling kotor di  Muka bumi ya AMIN RAES,sungguh kakek mulut sangat busuk bau mulut kamu sampah manusia kotor muka bumi ya raes,7.0,3,2
Raimu .....g tau  ngaca yaaa .......perbaiki diri dulu sebelum menghina orang ....cita2mu jd presiden tp g kepilih,rai kaca ya baik menghina orang cita presiden pilih,0.0,0,0
apa nda malu y sm anak cucunya.....paling nda y anaknya mengingatkan lah...inget umur mbahhh,nda malu y anak cucu nda y anak umur kakek,0.0,0,0
Dia ngomongin diri sndri😅,dia ngomongin sndri,0.0,0,0
Sangat memalukan kelakuan GELANDANGAN POLITIK yg satu ini.,sangat memalukan laku gelandangan politik ini,0.0,0,0
Hidup nggak usah di bikin pusing. Pusing ngurusi orang lain,hidup bikin pusing pusing ngurusi orang,0.0,0,0
Ini orang sedang mempeemalukan seluruh keluarganya,ini orang malu keluarga,0.0,0,0
Opo ae cangkemu is rais.<br>Tuwek Ndak mati mati Kon iku jancok,aja mulut tua ndak mati mati kon itu jancok,12.0,3,3
"Mbah amiiin semangkin tua ,<br>Semakin bodoh,,",kakek semangkin tua bodoh,6.0,2,2
Das mu TOXIST😡😡,das kamu toxist,0.0,0,0
Alien rasis,alien ras,0.0,0,0
Sampai mati amien Rais akan menjadi pecundang politik dan Sengkuninya perpolitikan diindonesia<br>Karena simbah ga pake ilmu padi,mati cundang politik sengkuninya politik indonesia simbah pake ilmu padi,5.0,1,2
orang yang mencaci orang lain sesungguhnya dia menjelek jelekan dirinya sendiri,orang caci orang sungguh dia jelek jelek,4.0,2,2
Jokowi menurut saya sangat terbak,sangat bak,0.0,0,0
😂😂😂😂😂 Amin Rais sudahi lh kebencian mu itu. Anda sudah tua. Cukup lh istigfar....,sudah lh benci kamu itu tua lh,5.0,2,2
hu ahahaha<br>...,hu ahahaha,0.0,0,0
Ini orang tergila &amp; gelandangan sepanjang masa,ini orang gila gelandangan,4.0,1,2
GOBLOK DIA INI MANUSIA AP SETAN!!!,goblok dia ini manusia ap setan,7.0,2,2
"herann ngene koq di ingu waee dipercaya waee, opo malah sing luwih ngasih kepercyaan nng de&#39;e tambah pinterr 😂😂 <br>lawakk <br>bodoh di pelihara sing jelas&quot; kelihatan kenapa gk harus di gnti berita yang agak berkelass kan lebih asyik 😂",heran ngene koq ingu percaya luwih ngasih kepercyan ng de pintar lawak bodoh pelihara kutip gnti berita kelas asyik,4.0,1,2
Kasian sekali amin rais. <br>Bagaikan gelandangan politik. <br>Sejak dulu karena ngidam jabatan tidak terlaksana. <br>Waktunya kau tobat.,kasi sekali gelandangan politik ngidam jabat laksana kau taubat,0.0,0,0
"Aduuuh bpk mulai dari presidennya pak suharto sampai presiden yg sekarang semua itu buruk menurut anda, ini pendapat anda karena anda merasa sakit hati karena tdk menjadi presiden. Tolong deh jgn bikin rakyat gaduh",aduh presiden suharto presiden itu buruk ini dapat sakit hati presiden tolong deh bikin rakyat gaduh,3.0,1,1
Ojo ngono Mbah..koreksi diri lebih baik..,ojo ngono kakek koreksi,0.0,0,0
Ngomong apa sih anjing,ngomong anjing,3.5,1,2
oalah pk aminrasis,oalah aminrasis,0.0,0,0
Perbanyak istiqfar min...,banyak istiqfar min,0.0,0,0
Mari kita lihat ending mu.....apa yg sudah kamu ucapkqn akan kembqli pqdamu is,mari lihat ending kamu kamu ucapkqn kembqli pqdamu,0.0,0,0
Kamu sendiri kan malah peinupu to is....inget gk kata alm.Gusdur,kamu peinupu alm,0.0,0,0
Sebegitu bencinya mbh Amin ke pk jokowi... Astaghfirulah,benci kakek astaghfirulah,3.0,1,1
Luu yg bego pa tua,kamu bego tua,6.0,2,2
Wong edan unjuk gigi,orang gila unjuk gigi,4.0,1,2
"SENGKUNI ,NYA ,ROY SURYO,😅😅😅😅😅",licik nya roy suryo,2.5,1,1
Emang kamu baik dan becus gitu rais . gampang  nengkritik tapi kamu gk becus,emang kamu becus gampang nengkritik kamu becus,0.0,0,0
Sampah plastik politik lama ya si amiennn... <br><br>Rendah y harga dirimu merendahkan org lain...<br><br>Kasihan anak isteri n keturunan mu punya bapak/kakek sperti mu😊😂😂😂😅,sampah plastik politik ya si rendah y harga kamu merendahkan orang kasihan anak isteri turun kamu kakek sperti kamu,0.0,0,0
Org trburuk se-Indonesia adlah kau amin rais,orang trburuk indonesia adlah kau,0.0,0,0
Mbokya sadar,mbokya sadar,0.0,0,0
Ahlaq terburuk,ahlaq terburuk,0.0,0,0
SENGKUNI DONGO🤣,licik dongo,2.5,1,1
Orang yg menjelek kan orang lain hanyalah untuk menutupi kejelekan nya sendir.. amit amit laki laki kok suka gibah😇😇😇😇,orang jelek orang tutup kejelekan nya sendir amit amit laki laki suka gibah,2.0,1,1
"Sudah tua jangan mengumbar kebencian takut gak semoet mintak ma,apke buru di panggil allah",tua umbar benci takut semoet mintak ma apke buru panggil,5.0,2,2
Setuju<br>Menyala abangku<br>❤❤❤❤❤,tuju nyala abang,0.0,0,0
AMIN RAIS.. GELANDANG POLITIK 😂😂😂 KATA GUSDUR,gelandang politik,2.5,1,1
Sengkuni rais  rais wes akik akik mau mati juga ada kata2 .nya😂😂😂😂,licik akik akik mati nya,7.5,2,2
Tua tua sampah,tua tua sampah,4.0,2,2
"Model trunane amien rais ng kmpungku  . Y wes nginiki wnge modele kyo bener&quot; O dewe,,,",model trunane ng kmpungku y nginiki wnge modele kyo kutip o dewe,0.0,0,0
"Semoga Amien Rais modar nya di tolak bumi, ni sya Allah takbir",moga tinggal nya tolak bumi ini sya takbir,0.0,0,0
Nggk mati2 nih org,nggk mati ini orang,5.0,1,2
Eling mbah...Sengkuni ..,kakek licik,2.5,1,1
Wis bau tanah bukannya sadar malah menghina orang,bau tanah sadar menghina orang,2.0,1,1
Amin Raisin....<br>tobatlah ..... amin,raisin tobat,0.0,0,0
Orang tau agama tapi selalu menjelek2an oranglain.,orang agama jelek oranglain,2.0,1,1
Tinggal nunggu siksa kubur doang nih yg kaya gini . .,tinggal nunggu siksa kubur doang ini kaya,0.0,0,0
"Kapan ya SI SENGKUNI INI CEPAT DI PANGIL ALAM LAIN UDAHVTUA TAK SADAR,BENER KATA GUS GUR ,FIA JADI GELANDANGAN POLITIK",ya si licik ini cepat pangil alam udahvtua sadar gur fia gelandangan politik,2.5,1,1
Sesama maling jangan saling nuduh apa,maling nuduh,0.0,0,0
Dlogok njaran amin rais eneh,dlogok njaran eneh,0.0,0,0
"Sudah megap2, <br>Tp mulutnya tetap nyinyir, ngga tau malu.<br>Orestasi buat negara NOL BESAR",megap mulut ngomong malu orestasi negara nol,0.0,0,0
Wong edan ko di dengerin,orang gila dengerin,4.0,1,2
GELANDANGAN TER ANJING NGELIAT MUKANYA MUAK GUA,gelandangan ter anjing ngeliat muka muak gua,3.5,1,2
"Antum itu sdh Sepuh banyaklah istigfar, jgn terus menambah dosa..",antum itu tua banyak tambah dosa,2.0,1,1
Yaaa Allah...Amin rais...Tobat...Udah bau tanah...Masih merendah kan Bapak jokowi...Bapak jokowi Presiden yg sudah berjasa utk Rakyat Indonesia<br>Amin rais apa yg telah d perbuat utk rakyat indonesia...Bisa nya menghina dan merendah kan orang,ya taubat udah bau tanah rendah presiden jasa rakyat indonesia buat rakyat indonesia nya menghina rendah orang,2.0,1,1
Kutunggu janjimu jalan kaki jogja -jakarta mbah...,tungu janji jalan kaki jogja jakarta kakek,0.0,0,0
Yaaaaaaa muncul...muncul lagi sengkuni sang glandangan politik indonesia,ya muncul muncul licik sang gelandangan politik indonesia,2.5,1,1
ini orang tua kok masih banyak bacoottt apa gk maluu mukanya,ini orang tua bacot malu muka,2.0,1,1
Gelandangan lg ngoceh,gelandangan ngoceh,0.0,0,0
Sengkuni masih ada,licik,2.5,1,1
Orang tua  sinting gak ber akhlak....,orang tua sinting ber akhlak,2.0,1,1
"Inget umur GK si dia,udah bau tanah ngomong GK djga... sesungguhnya apa yg dia katakan adalah dirinya sendiri",umur si dia udah bau tanah ngomong djga sungguh dia,2.0,1,1
Semoga Amin Rais Khusnul khotimah,moga khusnul khotimah,0.0,0,0
astaghfirullah..<br>mulutnya mbah ini1 loh...<br>dari pada ucapin ucapan Sampah lebih baik mulut tenaga sama sisa umurnya di pake buat ibadah gak sih,astaghfirullah mulut kakek ini loh ucapin ucap sampah mulut tenaga sisa umur pake ibadah,0.0,0,0
Sengkuni😂😢😅😊,licik,2.5,1,1
Ya beginilah SENGKUNI.😊,ya licik,2.5,1,1
Sampun sepuh mbok ngendikan sing sae mbah&quot;<br>Orang paling konyol sak dunia,sampun tua ngendikan sae kakek kutip orang konyol sak dunia,2.0,1,1
Kok ora Ndang modar kw is rais...tuo kopoken,ndang tinggal kw tua kopoken,2.0,1,1
Orang kyak gini kok dulu nya bisa jadi ketua MPR ri py to kihhhh,orang kyak nya ketua ri py kih,0.0,0,0
Jgn pernah menghujat Amin Rais... krna sesungguhnya dia sllu sprti itu krna butuh perhatian.. sdh jd gelandangan politik... Jd ga usah di ladenin😂,menghujat krna sungguh dia sllu sprti itu krna butuh perhati gelandangan politik ladenin,0.0,0,0
"mata mu suek, iri dengki, busuk hatimu, nyebut udh bau tanah,",mata kamu suek iri dengki busuk hati nyebut bau tanah,5.0,2,2
Orang ini matinya suul hotimahhh...,orang ini mati suul hotimah,5.0,1,2
ini yg di sebut DAJAL<br>Maaf pak DAJAL anda sudah di LAKNAT maka bebas buat berbicara dan nambah dosa<br>MALAIKAT juga memaklumi bpk,ini dajal maaf dajal laknat bebas bicara nambah dosa malaikat maklum,9.0,3,3
"Terburuk? , tapi jalan, tol, disumatra jadi  semua mbah, sblmnya blm ada😅 kalau gila g usah ngajak ngajak mbah",terburuk jalan tol disumatra kakek sblmnya gila ngajak ngajak kakek,4.0,1,2
"Jangan banyak² nyinyirnya, udah ngos²an tu🤣",nyinyir udah ngos an itu,0.0,0,0
Kasihan sekali orang ini.. di sisa hidupnya mungkin sudah sebentar lagi tapi hatinya masih diselimuti kebencian... Semoga cepet sadar mbah amin rais,kasihan sekali orang ini sisa hidup sebentar hati limut benci moga cepet sadar kakek,3.0,1,1
"YG JELASSSSS KALIAN SEMUA YG MEMBENCI BELIU,, TAPI DALAM  KENYATAAN NYA KALIAN SANGAT MENIKMATI JALAN TOLL, PERJALANAN JD CEPAT",membenci beliu nyata nya sangat nikmat jalan tol jalan cepat,0.0,0,0
Sengkuni sesungguhnya di bumi Nusantara,licik sungguh bumi nusantara,2.5,1,1
Omongan gusdur betul teryata,omong teryata,0.0,0,0
😂 udah tua pak ..sadar lah,udah tua sadar,2.0,1,1
Yg ngomonginNya adalah manusia terKOPLOX &amp; lebih² plonga plongo &amp; lebih buruk &amp; lebih tengil &amp; lebih toxic lg dari yg lg diomonginNya😊<br>Amin ra&#39;is = anis versi lama😊,ngomonginnya manusia terkoplox bingung bingung buruk menyebalkan toxic omong anis versi,7.0,2,2
dasarnya apa ya pk min,dasar ya min,0.0,0,0
"Banyak bacot kau Amin Rais,dasar gelandangan politik.justru kau la mpr terburuk sepanjang masa.",bacot kau dasar gelandangan politik kau la terburuk,0.0,0,0
Alhamdulilah sekarang Amin Rais telah berhasil menjadikan dirinya gelandangan politik alias sampah masyarakat tinggal tunggu di panggil Aullah,alhamdulilah hasil jadi gelandangan politik alias sampah masyarakat tinggal tunggu panggil aulah,0.0,0,0
Dan si Amin Rais ini contoh orang yg lebih toxic lagi 😂😂😂,si ini contoh orang toxic,0.0,0,0
Waw 😂😂😂😂😂,waw,0.0,0,0
Apalagi ini.bau tanah bin arep mati,ini bau tanah arep mati,7.0,2,2
"Yang bikin saya penasaran....<br>Tanggapan Istri,,Anak dan Kerabatnya Amin tu seperti apa...<br><br>Malu...?<br>Bangga...?<br>atau serba serbi...?<br><br>Udah dibilang Gelandangan Politik oleh Gus Dur,,,bukannya Merubah atau Tobat,,,Eeeh Malah Makin Jadi dan melekat Status Gelandangnya....<br><br>Ngakunya Islam,,,sesama Umat Islam kog ngehina dan merendahkan...<br>Deeeeccchhh,,,Yang Satunya Terroris Lokal masih aja selalu exis,,,yg Gelandangan ini juga tak kalah aktifnya....<br><br>Udah pada Tua kog masih aja gak Tobat2...",bikin penasaran tangap istri anak kerabat itu malu bangga serba serbi udah bilang gelandangan politik rubah taubat eh lekat status gelandang ngakunya umat kog ngehina merendahkan dech satu teroris lokal aja exis gelandangan ini kalah aktif udah tua kog aja taubat,4.5,2,2
Klo saya bisa berharap jika ada orang kaya yg bisa Derpotasi orang ini sama antek² nya ke negara mana gitu asal jgn tinggal di Indonesia..,harap orang kaya derpotasi orang ini antek nya negara tinggal indonesia,0.0,0,0
dia Sampah politik !,dia sampah politik,0.0,0,0
Pak... pak sdhlah ..apa ngk takut menghina orang ..dr dl sampe skrg kyknya menghina orang. ngk berkurang ya pak ..<br>ingat umur pak ...sdh uzur apa berani minta maaf sm pak jokowi...sdhlah pak .lbh baik bpk memberi nasehat atau masukan yg bijaksana drpd menghina orang ..apa kah adab bpk amien rais ini lbh baik dr bpk jokowi kl melihat video ini ???,sdhlah ngk takut menghina orang dl sampe skrg kyknya menghina orang ngk kurang ya umur uzur berani maaf sdhlah lbh nasehat masuk bijaksana drpd menghina orang kah adab ini lbh kl video ini,0.0,0,0
rongsokan MPR muncul😂,rongsok muncul,0.0,0,0
Semakin tua jgn banyak musuh pak 🤦,tua musuh,2.0,1,1
"Buseet gw jg bukan pendukung jokowi tp seengak nya,,orang buruk itu adalah orang yg menilai orang buruk,,mending lo tobat di perbanyak deh napas aja uda susah malah otak masih buruk aja",buset gw dukung sengak nya orang buruk itu orang nilai orang buruk mending kamu taubat banyak deh napas aja susah otak buruk aja,9.0,3,3
presiden terburuk karena gak bisa di guling kan Abah Sengkuni.. maaf ya pa Mulyono kuat banget,presiden terburuk guling abah licik maaf ya kuat sangat,2.5,1,1
"Sengkuni sengkuni, omonganmu kue ky wong ra ndue adab blas, mugi&#39; tansah pinaringan sehat lan berkah Pak Jokowi🤲",licik licik omong kue ky orang ndue adab blas mugi tansah paring sehat lan berkah,5.0,2,2
"anda orng yg paling tidak mau kami ada di muka bumi ini,,goblok,suka ngadu domba,,ngmong gk pke fakta, bikin kami gaduh aja..",orng muka bumi ini goblok suka ngadu domba ngmong pke fakta bikin gaduh aja,4.0,1,2
Bathang,bathang,0.0,0,0
😂 wes gak percoyo Karo Kowe Mien,percoyo karo kamu mien,0.0,0,0
Cangkem mu,mulut kamu,0.0,0,0
Ccocote gk biso kanggo conto,cocote biso kanggo conto,0.0,0,0
Wong edan kui bebas....,orang gila kui bebas,4.0,1,2
Matan MPR gk bermutu,matan mutu,0.0,0,0
Amin dan pengikutnya adalah manusia terburuk setelah iblis dan Firaun itu fakta,ikut manusia terburuk iblis firaun itu fakta,3.0,1,1
Emang kamu apa hasil mu amiennn buncisss,emang kamu hasil kamu buncis,0.0,0,0
Lo bs apa,kamu bs,0.0,0,0
Dari trawangan ku muka pak amin ini licik.gmar adu domba.fitnah itu udah kebiasanya ikstifr pak,trawangan ku muka ini licik gmar adu domba fitnah itu udah biasa ikstifr,2.5,1,1
Seandainya aq bsa bilang bajiangan km raissss,anda aq bsa bilang bajiangan kamu,0.0,0,0
Kasihan nafas aja udah kembang kempis kok ya masih diberi hidup ya,kasihan nafas aja udah kembang kempis ya hidup ya,0.0,0,0
Mbah....mbah.....yg diomongin tdk pernah jadi nyata... 😂😂😂😂,kakek kakek diomongin nyata,0.0,0,0
"Tolong dulu ,siapapun yang kenal sama kakek ini,tolong dulu bawa ke rumah kluarga nya,mungkin dia uda lupa arah rumah nya..kasian,mungkin anak2 nya uda nyari kesana kemari ..kasian kalau di biarin,kasian yang punya kebun sayur2,bisa rugi banyak kalau sampe kakek ini masuk ke kebun warga..",tolong kenal kakek ini tolong bawa rumah kluarga nya dia lupa arah rumah nya kasi anak nya nyari kesana kemari kasi biarin kasi kebun sayur rugi sampe kakek ini masuk kebun warga,0.0,0,0
Org yg tidak istiqomah katany org pintar tp libih goblok dr pd org nodoh senengnya olok menghujat org lain,orang istiqomah katany orang pintar libih goblok pd orang nodoh neng olok menghujat orang,4.0,1,2
Ngamin nangis tdk ngaca diri sendiri krna jd MPR gagal jdny begitu,ngamin nang kaca krna gagal jdny,0.0,0,0
tukang garam lagi ngomong apa,tukang garam ngomong,0.0,0,0
Kalo meninggal jangan pada layat😂,tinggal layat,0.0,0,0
Glandangan politik utusan mega😅😅😅😅,gelandangan politik utus mega,0.0,0,0
Sudah tua masih berhati busuk 😂😂😂,tua hati busuk,5.0,2,2
Jogja malu ada tokoh pembenci model dia,jogja malu tokoh benci model dia,3.0,1,1
Amin rais adalah manusia terburuk sepanjang masa...,manusia terburuk,0.0,0,0
Setuju betul itu pak,tuju itu,0.0,0,0
"Paling video AI..<br>tapi klo emg bner2 pak amien rais bilang begitu, amit2.. semoga kami bangsa indonesia tidak mempunyai pemimpin seperti anda!!",video ai emg bner bilang amit moga bangsa indonesia pimpin,0.0,0,0
Mantaaaaapppp,mantap,0.0,0,0
Sebenrnya si amin punya anak ga sih. Kalo ada itu anaknya ga malu apa yaa punya ngkong- kya gini,sebenrnya si anak itu anak malu ya ngkong kya,0.0,0,0
Ini gelandangan dungu,ini gelandangan dungu,4.0,1,2
Inilah dajjal akhir zaman yg sesungguhnya,ini dajjal zaman sungguh,0.0,0,0
Seduluuur wong jawa di manapun berada yg punya kesaktian tolong kasih pelajaran buat kompor negara kita ini<br>Ini lah bukti nyata di dunia sakuninya NKRI,dulur orang jawa mana sakti tolong kasih ajar kompor negara ini ini bukti nyata dunia sakuninya nkri,0.0,0,0
Lebih baik Pak Jokowi dari pada Amin Rais. Rakyat Indonesia lebih cinta pada Pak Jokowi dari pada Amin Rais. Pak Jokowi lebih banyak berjasa pada negara dan bangsa Indonesia dari pada Amin Rais. Pak Jokowi lebih berakhlak mulia dari pada Amin Rais. Rakyat Indonesia lebih sayang dan cinta pada Pak Jokowi dari pada Amin Rais. Rakyat Indonesia lebih senang dipimpin oleh Pak Jokowi dari pada dipimpin oleh Amin Rais,rakyat indonesia cinta jasa negara bangsa indonesia akhlak mulia rakyat indonesia sayang cinta rakyat indonesia senang pimpin pimpin,0.0,0,0
Wong edan koe minnn asuuuuuuuuu,orang gila kamu min anjing,7.5,2,2
"Dedek Amiin. Istirahatlah ❤😂<br>Jk sdh di Ongkosin ye, Slamanya. Istihgfar yaa😂😂😂",dedek istirahat jk ongkosin ye slamanya istihgfar ya,0.0,0,0
Udah tua bukanya tobat malah makin jd nie orang😂😂,udah tua buka taubat nie orang,2.0,1,1
Istirahat tidur pak nikmati hari tuamu..sy liat bernapas pun udah susah😢,istirahat tidur nikmat tua lihat napas udah susah,2.0,1,1
"Diia kira hidup ini hanya di dunia ini , rais, rais",dia hidup ini dunia ini,0.0,0,0
amin stres  😂,stres,0.0,0,0
amin rais lebih baik diem   😂,diem,0.0,0,0
"Akhlak asli nya kluar,,,😂",akhlak asli nya kluar,0.0,0,0
Aminn dungu...sudah Linglung..makanya dadi plonga plongo.,dungu linglung bingung bingung,4.0,1,2
"Mantan ketua MPR yg terhormat punya congor kayak gini minnnn sadar bentar LG bongko,,,",mantan ketua hormat congor kayak min sadar bentar bongko,0.0,0,0
Ini siapa sie ya...<br>Udh keriput mau mati masih aja bikin dosa😅,ini sie ya keriput mati aja bikin dosa,7.0,2,2
ada aja yg mau mendegar kata2 beliau dan msih ada aja fans nya,aja degar beliau msih aja fans nya,0.0,0,0
"Segera ISTIGHFAR mBah Kakung..<br>Mossok Ajal si mBah Su&#39;Ul khotimah<br>Amit Amit Jabang Bayi..<br>Bayi Syaithon lagih ,,👿👿😈😈👿😈",kakek kakung mosok ajal si kakek su ul khotimah amit amit jabang bayi bayi syaithon lagih,0.0,0,0
Benar benar pak jokowi memang benar jokowi president terburuk  benar benar  pak amien rais benar,president terburuk,0.0,0,0
"Ya ALLOH ..Ampunilah Segala Ucapan Yang Penuh Kedengkian dan Kebencian,😈👿... <br>Tutur Katanya Jauh dari Mantan Ketua MPR juga sebagai Orang yang BerAgama ISLAM.<br>Yang Lebih ZONTOLOYO Yang pada Mendengarkan nya. Malahan pada Ikuttan Mebertawakan...",ya ampun ucap penuh dengki benci mantan ketua orang agama zontoloyo dengar nya ikut mebertawakan,3.0,1,1
MANUSIA TOXIC,manusia toxic,0.0,0,0
Kalau orang sdh iri ya seperti ini,orang iri ya ini,0.0,0,0
"Biarin mbah amin ngoceh, gak usah digubris, bawaan orang sudah mulai pikun",biarin kakek ngoceh gubris bawan orang lupa,0.0,0,0
Manusia terburuk se indonesia😂😂😂,manusia terburuk indonesia,0.0,0,0
"AMIN RAIS KETURUNAN ABU JAHAL, BIN FIR&#39;AUN.",turun abu jahal fir aun,0.0,0,0
Aki aki yg rusak otaknya,kakek kakek rusak otak,0.0,0,0
Hadeeeh min amin ...elu dah bau tanah bentar lagi modar inget siksa kubur lu min jelekin orang sejelek jeleknya  SEJATINYA kamu sendiri yg paling jelek diantara yg jelek ! Paham kamu min ! Wong jowo ilang jawamu !,hadeh min elu bau tanah bentar tinggal siksa kubur kamu min jelekin orang jelek jelek sejati kamu jelek jelek paham kamu min orang jowo ilang jawamu,10.0,5,3
sampe mati pun simonyet tua ini jadi gelandangan politik!!!,sampe mati simonyet tua ini gelandangan politik,7.0,2,2
Terburuk itu yg ga di pakai dan di cuekin..jangan sakit hati mbah..jangan mbah ya😂😂😂,terburuk itu pakai cuekin sakit hati kakek kakek ya,0.0,0,0
"Tolong kakek satu ini suruh banyak banyak istighfar, barangkali besok besok udah gak ada umur. 😂😂",tolong kakek ini suruh barangkali besok besok udah umur,0.0,0,0
"jan ipun pengen ngormati njenengan mbah amiin,....    tapi kok kadose njenengan mboten patut kulo hormati lisan njenengan kotor kados peceren..",jan ipun ken ngormati njenengan kakek kadose njenengan mboten patut kulo hormat lisan njenengan kotor kados peceren,2.0,1,1
Mbh amin sakit apa ya,kakek sakit ya,0.0,0,0
kenyataan di pilih rakyat jadi presiden,nyata pilih rakyat presiden,0.0,0,0
"Hahahaha lucu,ga kebagian jabatan di jelekin .dulu jaman reformasi paling kenceng teriak..setelah jDi ketu MPR melempem.. sadar to Mbah, sudah tua itu tobat..sy bukan penggemar jokowi..sy penggemar Sukarno dan suharto😂😂😂",hahahaha lucu bagi jabat jelekin jaman reformasi kenceng teriak ketu melempem sadar kakek tua itu taubat mar mar sukarno suharto,2.0,1,1
Doa terbaik untuk anda amin.R<br>Semoga anda cepat sehat dan bertobat ke jalan yang benar.,doa baik r moga cepat sehat tobat jalan,0.0,0,0
Org rendahan .buang topi ..org. Tua makar.siapa yg senang beliau,orang rendah buang topi orang tua makar senang beliau,2.0,1,1
Makanya sama persiden prabowo ngg disebutin wajtu smbutan karna apa dia biang kerok  cob klo di sebutin psti min rais gigit jari,persiden ng disebutin wajtu smbutan dia biang kerok cob sebutin psti min gigit jari,0.0,0,0
Alah amin rais monyet pinter hunat orang doang yg segrusnya divciduk tu amin rais si tukang profokator  biang fropokator sedunia,alah monyet pintar hunat orang doang segrusnya divciduk itu si tukang profokator biang fropokator dunia,3.5,1,2
Ws tuo malah bento min amin,ws tua bento min,2.0,1,1
Tai min..min..miraes,tai min min miraes,3.5,1,2
Ini benar atau pura pura benar alias kebencian belaka broooo,ini pura pura alias benci belaka bro,3.0,1,1
Tuo ra kontrol amen rais ki wkwkk tambah tuo tambah pekok,tua kontrol amen ini wkwk tua kok,4.0,2,2
Taek min amin,taek min,0.0,0,0
Ini orang  mukammdiyah yah....?????😂,ini orang mukamdiyah yah,0.0,0,0
Amin rai gedhEkkkk,rai gedhek,0.0,0,0
Kaki kaki wis ora payu nang politik,kaki kaki payu nang politik,0.0,0,0
